,longitude,latitude,age,income,value,ocean_p,category,bedPPersn,roomPPersn,bedPRoom,bedPFam,persnPFam
24,-122.27,37.84,52.0,2.6,132600.0,NEAR BAY,20%-40%,0.43439363817097415,2.210735586481113,0.19649280575539568,1.0355450236966826,2.3838862559241707
25,-122.28,37.85,41.0,2.4038,107500.0,NEAR BAY,20%-40%,0.38801261829652994,1.6876971608832807,0.22990654205607478,1.0336134453781514,2.6638655462184873
26,-122.28,37.85,49.0,2.4597,93800.0,NEAR BAY,20%_cheaper,0.40197693574958815,1.8616144975288302,0.215929203539823,1.0209205020920502,2.5397489539748954
27,-122.28,37.85,52.0,1.808,105500.0,NEAR BAY,20%_cheaper,0.382032667876588,1.7223230490018149,0.22181243414120128,1.0604534005037782,2.7758186397984885
28,-122.28,37.84,50.0,1.6424,108900.0,NEAR BAY,20%-40%,0.4350132625994695,1.8408488063660478,0.23631123919308358,1.040169133192389,2.3911205073995774
29,-122.28,37.84,52.0,1.6875,132000.0,NEAR BAY,20%-40%,0.4050632911392405,1.8455696202531646,0.2194787379972565,1.032258064516129,2.5483870967741935
30,-122.28,37.84,49.0,1.9274,122300.0,NEAR BAY,20%-40%,0.5179606025492468,2.220162224797219,0.23329853862212943,1.1825396825396826,2.2830687830687832
31,-122.28,37.84,52.0,1.9615,115200.0,NEAR BAY,20%-40%,0.4118150684931507,1.8433219178082192,0.22340919647004182,1.090702947845805,2.6485260770975056
32,-122.27,37.84,48.0,1.7969,110400.0,NEAR BAY,20%-40%,0.398635477582846,1.8732943469785575,0.21279916753381894,1.2208955223880598,3.062686567164179
33,-122.27,37.83,49.0,1.375,104900.0,NEAR BAY,20%_cheaper,0.4854111405835544,2.1949602122015914,0.22114803625377644,1.1124620060790273,2.291793313069909
34,-122.27,37.83,51.0,2.7303,109700.0,NEAR BAY,20%-40%,0.4562798092209857,2.118441971383148,0.2153846153846154,1.0708955223880596,2.3470149253731343
35,-122.27,37.83,49.0,1.4861,97200.0,NEAR BAY,20%_cheaper,0.49473684210526314,2.1315789473684212,0.23209876543209876,1.0681818181818181,2.159090909090909
36,-122.27,37.83,48.0,1.0972,104500.0,NEAR BAY,20%_cheaper,0.4376899696048632,1.8216818642350556,0.24026696329254726,1.1550802139037433,2.6390374331550803
37,-122.28,37.83,52.0,1.4103,103900.0,NEAR BAY,20%_cheaper,0.4328523862375139,1.677025527192009,0.25810721376571805,0.967741935483871,2.235732009925558
38,-122.26,37.83,52.0,3.48,191400.0,NEAR BAY,40%-60%,0.47895500725689405,2.1335268505079825,0.22448979591836735,1.0679611650485437,2.2297734627831716
39,-122.26,37.83,52.0,2.5898,176000.0,NEAR BAY,40%-60%,0.5192447349310094,1.766158315177923,0.29399671052631576,1.0272988505747127,1.978448275862069
40,-122.26,37.83,52.0,2.0978,155400.0,NEAR BAY,20%-40%,0.4429175475687104,1.7600422832980973,0.25165165165165165,1.0607594936708862,2.3949367088607594
41,-122.26,37.83,51.0,1.2852,150000.0,NEAR BAY,20%-40%,0.6015473887814313,1.8104448742746615,0.33226495726495725,1.248995983935743,2.076305220883534
42,-122.26,37.84,49.0,1.025,118800.0,NEAR BAY,20%-40%,0.43722943722943725,1.5432900432900434,0.28330995792426367,1.0687830687830688,2.4444444444444446
43,-122.26,37.84,52.0,3.9643,188800.0,NEAR BAY,40%-60%,0.43254817987152033,2.0342612419700212,0.21263157894736842,1.02020202020202,2.3585858585858586
44,-122.26,37.83,52.0,3.0125,184400.0,NEAR BAY,40%-60%,0.4712121212121212,2.1863636363636365,0.21552321552321552,1.0650684931506849,2.26027397260274
45,-122.26,37.83,52.0,2.6768,182300.0,NEAR BAY,40%-60%,0.584958217270195,2.3064066852367686,0.2536231884057971,1.0994764397905759,1.8795811518324608
46,-122.26,37.83,50.0,2.026,142500.0,NEAR BAY,20%-40%,0.5227272727272727,1.8262987012987013,0.2862222222222222,1.0592105263157894,2.026315789473684
47,-122.27,37.82,43.0,1.7348,137500.0,NEAR BAY,20%-40%,0.5591397849462365,1.8046594982078854,0.3098311817279047,1.233201581027668,2.205533596837945
48,-122.26,37.82,40.0,0.9506,187500.0,NEAR BAY,40%-60%,0.46099290780141844,1.475177304964539,0.3125,1.21875,2.64375
49,-122.27,37.82,40.0,1.775,112500.0,NEAR BAY,20%-40%,0.5357142857142857,1.3514285714285714,0.3964059196617336,1.0653409090909092,1.9886363636363635
50,-122.27,37.82,21.0,0.9218,171900.0,NEAR BAY,40%-60%,0.6163265306122448,1.2190476190476192,0.5055803571428571,1.0342465753424657,1.678082191780822
51,-122.27,37.82,43.0,1.5045,93800.0,NEAR BAY,20%_cheaper,0.4297832233741753,1.7606032045240338,0.24411134903640258,1.1203931203931203,2.6068796068796067
52,-122.27,37.82,41.0,1.1108,97500.0,NEAR BAY,20%_cheaper,0.43542623787646756,1.6442062276671772,0.26482458863706926,1.1847222222222222,2.720833333333333
53,-122.27,37.82,52.0,1.2475,104200.0,NEAR BAY,20%_cheaper,0.3924268502581756,1.4027538726333908,0.27975460122699386,1.14,2.905
54,-122.28,37.82,52.0,1.6098,87500.0,NEAR BAY,20%_cheaper,0.33523537803138376,1.6690442225392297,0.20085470085470086,1.0085836909871244,3.0085836909871246
55,-122.28,37.82,52.0,1.4113,83100.0,NEAR BAY,20%_cheaper,0.421875,1.640625,0.2571428571428571,1.1045454545454545,2.618181818181818
56,-122.28,37.82,52.0,1.5057,87500.0,NEAR BAY,20%_cheaper,0.4630225080385852,1.9903536977491962,0.23263327948303716,1.111969111969112,2.4015444015444016
57,-122.28,37.82,52.0,0.8172,85300.0,NEAR BAY,20%_cheaper,0.46016483516483514,2.04532967032967,0.22498321020819342,1.3729508196721312,2.9836065573770494
58,-122.28,37.82,52.0,1.2171,80300.0,NEAR BAY,20%_cheaper,0.31750465549348234,1.2914338919925512,0.24585436193222782,1.1217105263157894,3.5328947368421053
59,-122.29,37.82,2.0,2.5625,60000.0,NEAR BAY,20%_cheaper,0.4574468085106383,1.6808510638297873,0.2721518987341772,0.7543859649122807,1.6491228070175439
60,-122.29,37.83,52.0,3.3929,75700.0,NEAR BAY,20%_cheaper,0.38086642599277976,2.023465703971119,0.18822479928635147,1.1283422459893049,2.962566844919786
61,-122.29,37.82,49.0,6.1183,75000.0,NEAR BAY,20%_cheaper,0.3372093023255814,1.569767441860465,0.21481481481481482,1.2608695652173914,3.739130434782609
62,-122.29,37.81,50.0,0.9011,86100.0,NEAR BAY,20%_cheaper,0.5039787798408488,2.0159151193633953,0.25,1.5573770491803278,3.0901639344262297
63,-122.3,37.81,52.0,1.191,76100.0,NEAR BAY,20%_cheaper,0.45489443378119004,2.349328214971209,0.19362745098039216,1.490566037735849,3.2767295597484276
64,-122.3,37.81,48.0,2.5938,73500.0,NEAR BAY,20%_cheaper,0.4642857142857143,2.1122448979591835,0.21980676328502416,1.368421052631579,2.9473684210526314
65,-122.3,37.81,52.0,1.1667,78400.0,NEAR BAY,20%_cheaper,0.34602649006622516,1.6721854304635762,0.20693069306930692,1.1176470588235294,3.229946524064171
66,-122.3,37.81,48.0,0.8056,84400.0,NEAR BAY,20%_cheaper,0.44923857868020306,1.8464467005076142,0.24329896907216494,1.0662650602409638,2.3734939759036147
67,-122.29,37.8,52.0,2.6094,81300.0,NEAR BAY,20%_cheaper,0.4959349593495935,2.08739837398374,0.23758519961051608,1.6598639455782314,3.3469387755102042
68,-122.3,37.81,52.0,1.8516,85000.0,NEAR BAY,20%_cheaper,0.3978102189781022,2.0875912408759123,0.19055944055944055,1.329268292682927,3.341463414634146
69,-122.29,37.81,46.0,0.9802,129200.0,NEAR BAY,20%-40%,0.3532638507953922,1.5364783324190894,0.22991788646911818,1.0540098199672667,2.983633387888707
70,-122.29,37.81,26.0,1.7719,82500.0,NEAR BAY,20%_cheaper,0.3877551020408163,1.9591836734693877,0.19791666666666666,1.1968503937007875,3.0866141732283463
71,-122.29,37.81,46.0,0.7286,95200.0,NEAR BAY,20%_cheaper,0.5103092783505154,1.6065292096219932,0.3176470588235294,1.0722021660649819,2.101083032490975
72,-122.29,37.81,49.0,1.75,75000.0,NEAR BAY,20%_cheaper,0.36428571428571427,1.5071428571428571,0.24170616113744076,1.3421052631578947,3.6842105263157894
73,-122.29,37.81,46.0,0.4999,67500.0,NEAR BAY,20%_cheaper,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.5714285714285714,2.5714285714285716
74,-122.29,37.81,20.0,2.483,137500.0,NEAR BAY,20%-40%,0.5551724137931034,2.8793103448275863,0.19281437125748502,1.2105263157894737,2.180451127819549
75,-122.28,37.81,17.0,0.9241,177500.0,NEAR BAY,40%-60%,0.6062992125984252,1.6233595800524934,0.3734842360549717,1.0523917995444192,1.7357630979498861
76,-122.28,37.81,36.0,2.4464,102100.0,NEAR BAY,20%_cheaper,0.4546925566343042,2.3576051779935274,0.1928620452985587,1.1041257367387034,2.4282907662082516
77,-122.28,37.81,19.0,1.1111,108300.0,NEAR BAY,20%-40%,0.33703190013869627,1.6740638002773924,0.20132560066280034,1.173913043478261,3.4830917874396135
78,-122.29,37.81,23.0,0.8026,112500.0,NEAR BAY,20%-40%,0.3548387096774194,1.6555977229601517,0.21432664756446992,1.1507692307692308,3.243076923076923
79,-122.28,37.8,38.0,2.0114,131300.0,NEAR BAY,20%-40%,0.5116279069767442,1.9883720930232558,0.2573099415204678,1.135483870967742,2.2193548387096773
80,-122.28,37.81,17.0,1.5,162500.0,NEAR BAY,40%-60%,0.4745484400656814,1.5172413793103448,0.31277056277056275,1.0,2.1072664359861593
81,-122.27,37.81,52.0,1.1667,112500.0,NEAR BAY,20%-40%,0.30601092896174864,1.1475409836065573,0.26666666666666666,1.0,3.267857142857143
82,-122.28,37.81,52.0,1.5208,112500.0,NEAR BAY,20%-40%,0.485,1.7,0.2852941176470588,1.1149425287356323,2.2988505747126435
83,-122.28,37.81,52.0,0.8075,137500.0,NEAR BAY,20%-40%,0.47398843930635837,1.115606936416185,0.42487046632124353,1.0580645161290323,2.232258064516129
84,-122.28,37.81,35.0,1.8088,118800.0,NEAR BAY,20%-40%,0.39400428265524623,2.0299785867237685,0.1940928270042194,1.0887573964497042,2.7633136094674557
85,-122.28,37.81,52.0,2.4083,98200.0,NEAR BAY,20%_cheaper,0.3793103448275862,2.050397877984085,0.18499353169469598,1.2434782608695651,3.2782608695652176
86,-122.27,37.81,40.0,0.977,118800.0,NEAR BAY,20%-40%,0.7749140893470791,1.5120274914089347,0.5125,1.186842105263158,1.5315789473684212
87,-122.27,37.81,10.0,0.76,162500.0,NEAR BAY,40%-60%,0.6373626373626373,1.6025641025641026,0.3977142857142857,1.0545454545454545,1.6545454545454545
88,-122.27,37.8,10.0,0.9722,137500.0,NEAR BAY,20%-40%,0.336,0.84,0.4,1.0769230769230769,3.2051282051282053
89,-122.27,37.8,52.0,1.2434,500001.0,NEAR BAY,20%_expensive,0.19696969696969696,0.6287878787878788,0.3132530120481928,0.9176470588235294,4.658823529411765
90,-122.27,37.8,16.0,2.0938,162500.0,NEAR BAY,40%-60%,0.49,1.2425,0.39436619718309857,1.0828729281767955,2.2099447513812156
91,-122.28,37.8,52.0,0.8668,137500.0,NEAR BAY,20%-40%,0.09623893805309734,0.23783185840707965,0.4046511627906977,0.9886363636363636,10.272727272727273
92,-122.28,37.8,52.0,0.75,162500.0,NEAR BAY,40%-60%,0.16230366492146597,0.5026178010471204,0.3229166666666667,0.9117647058823529,5.617647058823529
93,-122.27,37.79,27.0,2.6354,187500.0,NEAR BAY,40%-60%,0.4832869080779944,1.4693593314763231,0.3289099526066351,1.1490066225165563,2.377483443708609
94,-122.27,37.8,39.0,1.8477,179200.0,NEAR BAY,40%-60%,0.4694800301431801,1.2923888470233609,0.363265306122449,1.3340471092077089,2.841541755888651
95,-122.26,37.8,36.0,2.0096,130000.0,NEAR BAY,20%-40%,0.7140386278466417,1.5361775727875469,0.4648151623193845,1.066293585880327,1.493327593628928
96,-122.26,37.82,31.0,2.8345,183800.0,NEAR BAY,40%-60%,0.64990234375,2.244140625,0.28959965187119235,1.1279661016949152,1.735593220338983
97,-122.26,37.81,29.0,2.0062,125000.0,NEAR BAY,20%-40%,0.5297029702970297,1.6584158415841583,0.3194029850746269,1.1758241758241759,2.21978021978022
98,-122.26,37.82,22.0,1.2185,170000.0,NEAR BAY,40%-60%,0.6274703557312253,1.8191699604743083,0.3449212384573601,1.016,1.6192
99,-122.26,37.82,37.0,2.6104,193100.0,NEAR BAY,40%-60%,0.5903155603917302,1.9766050054406965,0.29865125240847784,1.1071428571428572,1.8755102040816327
100,-122.25,37.81,29.0,2.4912,257800.0,NEAR BAY,60%-80%,0.6137152777777778,2.0208333333333335,0.30369415807560135,1.1312,1.8432
101,-122.25,37.81,28.0,3.2177,273400.0,NEAR BAY,60%-80%,0.6254389387436597,2.2653140850565743,0.27609369617636925,1.070808283233133,1.7120908483633934
102,-122.25,37.81,39.0,3.125,237500.0,NEAR BAY,60%-80%,0.622107969151671,2.1953727506426737,0.28337236533957844,1.0614035087719298,1.706140350877193
103,-122.25,37.81,52.0,2.5795,350000.0,NEAR BAY,20%_expensive,0.7832402234636872,2.4078212290502794,0.3252900232018561,1.1435562805872757,1.4600326264274062
104,-122.26,37.81,34.0,2.8406,335700.0,NEAR BAY,20%_expensive,0.7117887690591298,2.183339531424321,0.3260091977516607,1.0698714365567357,1.5030743432084963
105,-122.24,37.82,52.0,4.9306,313400.0,NEAR BAY,20%_expensive,0.33382789317507416,2.2388724035608307,0.14910536779324055,0.9221311475409836,2.762295081967213
106,-122.24,37.81,52.0,3.2727,268500.0,NEAR BAY,60%-80%,0.6798307475317349,2.857545839210155,0.23790720631786771,1.0570175438596492,1.5548245614035088
107,-122.25,37.81,52.0,3.1691,259400.0,NEAR BAY,60%-80%,0.6705539358600583,2.56268221574344,0.2616609783845279,1.0900473933649288,1.6255924170616114
108,-122.24,37.82,52.0,3.9,275700.0,NEAR BAY,60%-80%,0.5200831024930748,2.410664819944598,0.21574260270037346,1.0459610027855153,2.011142061281337
109,-122.25,37.82,28.0,3.9063,225000.0,NEAR BAY,60%-80%,0.5625,2.1953947368421054,0.25621816002397363,1.0660847880299251,1.8952618453865338
110,-122.25,37.82,52.0,5.0917,262500.0,NEAR BAY,60%-80%,0.5254545454545455,2.589090909090909,0.2029494382022472,1.1422924901185771,2.1739130434782608
111,-122.25,37.82,32.0,2.6429,218500.0,NEAR BAY,60%-80%,0.6079734219269103,2.1090808416389812,0.28826463638750327,1.0743639921722115,1.7671232876712328
112,-122.25,37.82,26.0,3.0233,255000.0,NEAR BAY,60%-80%,0.6838193253287593,2.26357918810749,0.30209648901237685,0.9827444535743632,1.4371405094494658
113,-122.25,37.83,52.0,3.1484,224100.0,NEAR BAY,60%-80%,0.5953141640042598,2.5303514376996805,0.23526936026936027,1.0770712909441233,1.8092485549132948
114,-122.25,37.83,35.0,3.4722,243100.0,NEAR BAY,60%-80%,0.6340740740740741,2.3896296296296295,0.2653440793552387,1.014218009478673,1.599526066350711
115,-122.25,37.83,52.0,3.1429,231600.0,NEAR BAY,60%-80%,0.5374531835205992,2.3951310861423223,0.22439405785770133,0.9862542955326461,1.8350515463917525
116,-122.25,37.83,28.0,2.4234,218500.0,NEAR BAY,60%-80%,0.6841282251759186,1.9632525410476935,0.34846674631620866,1.053582179409994,1.5400361228175798
117,-122.25,37.83,52.0,3.0897,234100.0,NEAR BAY,60%-80%,0.6187010078387458,2.346024636058231,0.2637231503579952,1.0655737704918034,1.7222757955641272
118,-122.23,37.84,50.0,5.8596,327600.0,NEAR BAY,20%_expensive,0.411340206185567,2.5927835051546393,0.15864811133200796,1.0697050938337802,2.6005361930294906
119,-122.23,37.84,47.0,5.2868,347600.0,NEAR BAY,20%_expensive,0.4134790528233151,2.8916211293260474,0.14299212598425196,0.9360824742268041,2.263917525773196
120,-122.24,37.83,41.0,5.956,366100.0,NEAR BAY,20%_expensive,0.5113350125944585,3.2443324937027707,0.15760869565217392,1.0797872340425532,2.1117021276595747
121,-122.24,37.85,37.0,4.9643,335000.0,NEAR BAY,20%_expensive,0.5510204081632653,3.4081632653061225,0.16167664670658682,1.148936170212766,2.0851063829787235
122,-122.23,37.85,52.0,6.3434,373600.0,NEAR BAY,20%_expensive,0.38737040527803956,2.639019792648445,0.1467857142857143,1.0198511166253101,2.632754342431762
123,-122.24,37.84,52.0,5.1773,389500.0,NEAR BAY,20%_expensive,0.4876805437553101,2.998300764655905,0.16265230943610087,1.0342342342342343,2.120720720720721
124,-122.24,37.85,52.0,7.2354,391100.0,NEAR BAY,20%_expensive,0.4051054384017758,2.8990011098779136,0.139739663093415,0.9945504087193461,2.455040871934605
125,-122.22,37.85,28.0,5.457,337300.0,NEAR BAY,20%_expensive,0.5160019694731659,2.603151157065485,0.1982220540949499,1.096234309623431,2.1244769874476988
126,-122.22,37.84,50.0,7.5,295200.0,NEAR BAY,20%_expensive,0.45877788554801163,2.8467507274490784,0.16115843270868824,0.9874739039665971,2.152400835073069
127,-122.21,37.84,44.0,6.0194,292300.0,NEAR BAY,20%_expensive,0.43961708394698085,2.5213549337260677,0.174357476635514,1.0,2.274706867671692
128,-122.21,37.83,40.0,7.5544,411500.0,NEAR BAY,20%_expensive,0.41707920792079206,3.088490099009901,0.13504307753957123,1.0305810397553516,2.470948012232416
129,-122.2,37.84,30.0,6.0666,311500.0,NEAR BAY,20%_expensive,0.4099526066350711,2.6196682464454977,0.15649027589326098,1.0087463556851313,2.4606413994169096
130,-122.21,37.84,34.0,7.0548,325900.0,NEAR BAY,20%_expensive,0.4298245614035088,2.6649122807017545,0.16129032258064516,0.9879032258064516,2.2983870967741935
131,-122.19,37.84,18.0,11.6017,392600.0,NEAR BAY,20%_expensive,0.39399624765478425,3.0337711069418387,0.12987012987012986,1.0824742268041236,2.747422680412371
132,-122.2,37.84,35.0,7.4882,319300.0,NEAR BAY,20%_expensive,0.4291044776119403,2.672574626865672,0.16055846422338568,1.0383747178329572,2.419864559819413
133,-122.21,37.83,34.0,6.8976,333300.0,NEAR BAY,20%_expensive,0.4843269821757836,3.1130915795943452,0.15557749259624876,1.0287206266318538,2.1240208877284594
134,-122.19,37.83,28.0,8.2049,335200.0,NEAR BAY,20%_expensive,0.39740820734341253,2.863930885529158,0.138763197586727,0.968421052631579,2.4368421052631577
135,-122.2,37.83,26.0,8.401,351200.0,NEAR BAY,20%_expensive,0.4114391143911439,2.9317343173431736,0.14033983637507866,1.0568720379146919,2.5687203791469195
136,-122.19,37.83,29.0,6.8538,368900.0,NEAR BAY,20%_expensive,0.40998487140695916,2.7095310136157336,0.15131211613623674,1.0074349442379182,2.45724907063197
137,-122.19,37.82,32.0,8.317,365900.0,NEAR BAY,20%_expensive,0.415748031496063,2.8897637795275593,0.1438692098092643,1.0038022813688212,2.414448669201521
138,-122.2,37.82,37.0,7.0175,366700.0,NEAR BAY,20%_expensive,0.430952380952381,2.926190476190476,0.14727420667209112,1.0284090909090908,2.3863636363636362
139,-122.2,37.82,39.0,6.3302,362800.0,NEAR BAY,20%_expensive,0.42213438735177866,2.9802371541501977,0.14164456233421752,1.068,2.53
140,-122.18,37.81,30.0,6.3624,483300.0,NEAR BAY,20%_expensive,0.30158730158730157,2.3174603174603177,0.13013698630136986,0.7307692307692307,2.423076923076923
141,-122.21,37.82,52.0,7.0549,331400.0,NEAR BAY,20%_expensive,0.4095940959409594,2.921279212792128,0.14021052631578948,0.9514285714285714,2.322857142857143
142,-122.2,37.81,45.0,6.7851,323500.0,NEAR BAY,20%_expensive,0.408622305529522,2.7778819119025306,0.14709851551956815,1.0234741784037558,2.504694835680751
143,-122.21,37.8,50.0,2.8929,216700.0,NEAR BAY,60%-80%,0.4801587301587302,2.2484126984126984,0.21355453582774445,1.0960144927536233,2.282608695652174
144,-122.21,37.8,38.0,3.0812,233100.0,NEAR BAY,60%-80%,0.562565720294427,2.370136698212408,0.23735581188997337,1.0985626283367556,1.9527720739219712
145,-122.21,37.81,52.0,5.2402,296400.0,NEAR BAY,20%_expensive,0.41568627450980394,2.723529411764706,0.15262778977681785,0.9464285714285714,2.2767857142857144
146,-122.22,37.81,52.0,6.5217,273700.0,NEAR BAY,60%-80%,0.43790849673202614,2.5764705882352943,0.16996448503297817,1.0876623376623376,2.4837662337662336
147,-122.22,37.8,52.0,3.2632,227700.0,NEAR BAY,60%-80%,0.41186891054030117,1.9335695305580158,0.21300961978928082,1.0108695652173914,2.4543478260869565
148,-122.22,37.8,52.0,3.0298,199600.0,NEAR BAY,40%-60%,0.43243243243243246,2.130475302889096,0.20297462817147857,1.0521541950113378,2.433106575963719
149,-122.22,37.8,52.0,4.5428,239800.0,NEAR BAY,60%-80%,0.45654008438818566,2.2962025316455694,0.1988239617787578,1.050485436893204,2.3009708737864076
150,-122.22,37.81,52.0,4.072,270100.0,NEAR BAY,60%-80%,0.44841269841269843,2.677248677248677,0.1674901185770751,0.9970588235294118,2.223529411764706
151,-122.22,37.81,52.0,5.3509,302100.0,NEAR BAY,20%_expensive,0.5183752417794971,2.8471953578336557,0.18206521739130435,1.0287907869481765,1.9846449136276392
152,-122.23,37.8,52.0,3.1603,269500.0,NEAR BAY,60%-80%,0.6175349428208387,2.583227445997459,0.23905558288243975,1.0588235294117647,1.7145969498910676
153,-122.23,37.81,52.0,4.7708,314700.0,NEAR BAY,20%_expensive,0.3741830065359477,2.3415032679738563,0.159804605722261,1.0751173708920188,2.8732394366197185
154,-122.22,37.81,52.0,8.1564,390100.0,NEAR BAY,20%_expensive,0.39373163565132224,2.8667972575905973,0.13734198838401093,1.0578947368421052,2.6868421052631577
155,-122.23,37.81,52.0,8.8793,410300.0,NEAR BAY,20%_expensive,0.33914053426248547,2.6887340301974447,0.126133909287257,1.1317829457364341,3.3372093023255816
156,-122.24,37.81,52.0,6.8591,352400.0,NEAR BAY,20%_expensive,0.3284365162644281,2.6075550891920254,0.12595573440643862,0.9571865443425076,2.914373088685015
157,-122.24,37.81,52.0,6.0302,287300.0,NEAR BAY,60%-80%,0.3753943217665615,2.3501577287066246,0.1597315436241611,0.9296875,2.4765625
158,-122.23,37.81,52.0,7.508,348700.0,NEAR BAY,20%_expensive,0.4157175398633257,3.20501138952164,0.1297085998578536,1.0369318181818181,2.4943181818181817
159,-122.24,37.81,52.0,2.7477,243800.0,NEAR BAY,60%-80%,0.599128540305011,2.2799564270152506,0.26278069756330624,1.1387163561076605,1.9006211180124224
160,-122.24,37.8,52.0,2.1944,211500.0,NEAR BAY,60%-80%,0.4666666666666667,2.466666666666667,0.1891891891891892,0.96,2.057142857142857
161,-122.25,37.8,52.0,3.0149,218400.0,NEAR BAY,60%-80%,0.42606516290726815,1.7435254803675857,0.24436990896023,1.0450819672131149,2.4528688524590163
162,-122.24,37.81,52.0,3.675,269900.0,NEAR BAY,60%-80%,0.47900763358778625,2.3979007633587788,0.19976124154397135,0.9691119691119691,2.023166023166023
163,-122.25,37.81,46.0,3.225,218800.0,NEAR BAY,60%-80%,0.6081573197378004,2.353969410050983,0.2583539603960396,1.1178045515394912,1.8380187416331994
164,-122.25,37.8,42.0,2.9345,225000.0,NEAR BAY,60%-80%,0.6209912536443148,2.402332361516035,0.25849514563106796,1.0492610837438423,1.6896551724137931
165,-122.25,37.8,43.0,2.1429,250000.0,NEAR BAY,60%-80%,0.5827814569536424,1.739514348785872,0.3350253807106599,1.0969529085872576,1.8822714681440442
166,-122.25,37.8,41.0,1.6121,171400.0,NEAR BAY,40%-60%,0.4416195856873823,1.3851224105461393,0.318830727396329,1.1355932203389831,2.5714285714285716
167,-122.25,37.8,29.0,1.3929,193800.0,NEAR BAY,40%-60%,0.647191011235955,1.848689138576779,0.3500810372771475,1.1177231565329884,1.7270375161707632
